operator,tenure_type,tenure_no,field,reservoir,basin,period,metric,value
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Water (ML),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Water (ML),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Water (ML),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Water (ML),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Water (ML),NA
Anglo Coal*,PL,94,Dawson Valley,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2005,Total gas produced (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2005,Gas flared or vented (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2005,Gas used in production (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2005,Water (ML),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2005,No. of wells producing petroleum,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2005,Total gas produced (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2005,Gas flared or vented (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2005,Gas used in production (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2005,Water (ML),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2005,No. of wells producing petroleum,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2006,Total gas produced (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2006,Gas flared or vented (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2006,Gas used in production (Mm3),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2006,Water (ML),NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2006,No. of wells producing petroleum,NA
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2006,Total gas produced (Mm3),7.83
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2006,Gas flared or vented (Mm3),0.61
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2006,Gas used in production (Mm3),0.92
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2006,Water (ML),7.04
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2006,No. of wells producing petroleum,14
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2007,Total gas produced (Mm3),9.82
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2007,Gas flared or vented (Mm3),0.29
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2007,Gas used in production (Mm3),1.37
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2007,Water (ML),8.28
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2007,No. of wells producing petroleum,14
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2007,Total gas produced (Mm3),6.74
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2007,Gas flared or vented (Mm3),1.09
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2007,Gas used in production (Mm3),1.16
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2007,Water (ML),7.6127
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2007,No. of wells producing petroleum,12
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2008,Total gas produced (Mm3),6.23
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2008,Gas flared or vented (Mm3),0.25
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2008,Gas used in production (Mm3),0.87
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2008,Water (ML),3.4294
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2008,No. of wells producing petroleum,12
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2008,Total gas produced (Mm3),5.82
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2008,Gas flared or vented (Mm3),0.25
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2008,Gas used in production (Mm3),0.87
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2008,Water (ML),2.0812
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2008,No. of wells producing petroleum,10
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2009,Total gas produced (Mm3),5.19
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2009,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2009,Gas used in production (Mm3),0.86
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2009,Water (ML),9.6678
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2009,No. of wells producing petroleum,11
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2009,Total gas produced (Mm3),5.92
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2009,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2009,Gas used in production (Mm3),0.86
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2009,Water (ML),9.8281
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2009,No. of wells producing petroleum,9
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2010,Total gas produced (Mm3),4.08
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2010,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2010,Gas used in production (Mm3),0.8
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2010,Water (ML),9.668
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2010,No. of wells producing petroleum,9
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2010,Total gas produced (Mm3),3.86
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2010,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2010,Gas used in production (Mm3),0.51
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2010,Water (ML),1.843
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2010,No. of wells producing petroleum,11
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),3.42
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0.04
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),0.47
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,Water (ML),62.519
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,9
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),3.08
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),0.01
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),0.49
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,Water (ML),10.24
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,8
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),2.93
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),0.39
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,Water (ML),6.1086
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,7
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),2.51
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),0.61
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,Water (ML),5.0841
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,7
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),1.61
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),0.52
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,Water (ML),7.0408
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,11
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),2.8
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),0.52
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,Water (ML),10.9951
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,10
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),2.84
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),0.6
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,Water (ML),7.2673
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,11
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),2.92
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),0.6
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,Water (ML),4.7233
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,11
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),3.44
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0.6
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,Water (ML),7.6793
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,9
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),4.43
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0.6
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,Water (ML),9.6985
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,9
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),3.64
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),0.27
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,Water (ML),8.735
Westside Corporation Ltd,PL,94,Dawson River,Baralaba CM,Bowen,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,10
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2005,Total gas produced (Mm3),NA
Westside Corporation Ltd,PL,94,Moura,Baralaba CM,Bowen,Production for 6-month period ending 30/6/2005,Gas flared or vented (Mm3),NA
